,corr,names,name,corrnames
2188,"2456,2720,1391,3519,2652","Fly II, The (1989);;Inspector Gadget (1999);;Mars Attacks! (1996);;Force 10 from Navarone (1978);;Curse of Frankenstein, The (1957)",54 (1998),"Fly II, The (1989);;Inspector Gadget (1999);;Mars Attacks! (1996);;Force 10 from Navarone (1978);;Curse of Frankenstein, The (1957)"
2189,"133,2248,1413,904,3223","Nueba Yol (1995);;Say Anything... (1989);;Whole Wide World, The (1996);;Rear Window (1954);;Zed & Two Noughts, A (1985)",I Married A Strange Person (1997),"Nueba Yol (1995);;Say Anything... (1989);;Whole Wide World, The (1996);;Rear Window (1954);;Zed & Two Noughts, A (1985)"
2190,"780,212,3398,1517,141","Independence Day (ID4) (1996);;Bushwhacked (1995);;Muppets Take Manhattan, The (1984);;Austin Powers: International Man of Mystery (1997);;Birdcage, The (1996)",Why Do Fools Fall In Love? (1998),"Independence Day (ID4) (1996);;Bushwhacked (1995);;Muppets Take Manhattan, The (1984);;Austin Powers: International Man of Mystery (1997);;Birdcage, The (1996)"
2191,"1315,2577,2977,2962,1625","Paris Was a Woman (1995);;Metroland (1997);;Crazy in Alabama (1999);;Fever Pitch (1997);;Game, The (1997)","Merry War, A (1997)","Paris Was a Woman (1995);;Metroland (1997);;Crazy in Alabama (1999);;Fever Pitch (1997);;Game, The (1997)"
2192,"2806,89,688,2870,713",Teaching Mrs. Tingle (1999);;Nick of Time (1995);;Operation Dumbo Drop (1995);;Barefoot in the Park (1967);;Of Love and Shadows (1994),See the Sea (Regarde la mer) (1997),Teaching Mrs. Tingle (1999);;Nick of Time (1995);;Operation Dumbo Drop (1995);;Barefoot in the Park (1967);;Of Love and Shadows (1994)
2193,"1766,1941,1959,1938,1804","Hamlet (1948);;Out of Africa (1985);;Lost Weekend, The (1945);;Newton Boys, The (1998)",Willow (1988),"Hamlet (1948);;Out of Africa (1985);;Lost Weekend, The (1945);;Newton Boys, The (1998)"
2194,"1116,957,1134,2858,2130","Single Girl, A (La Fille Seule) (1995);;Scarlet Letter, The (1926);;Johnny 100 Pesos (1993);;American Beauty (1999);;Atlantic City (1980)","Untouchables, The (1987)","Single Girl, A (La Fille Seule) (1995);;Scarlet Letter, The (1926);;Johnny 100 Pesos (1993);;American Beauty (1999);;Atlantic City (1980)"
2195,"322,87,2624,1858,211","Swimming with Sharks (1995);;Dunston Checks In (1996);;After Life (1998);;Mr. Nice Guy (1997);;Browning Version, The (1994)",Dirty Work (1998),"Swimming with Sharks (1995);;Dunston Checks In (1996);;After Life (1998);;Mr. Nice Guy (1997);;Browning Version, The (1994)"
2196,"925,2517,399,2799,2507",Golden Earrings (1947);;Christine (1983);;Girl in the Cadillac (1995);;Problem Child 2 (1991);;Breakfast of Champions (1999),Knock Off (1998),Golden Earrings (1947);;Christine (1983);;Girl in the Cadillac (1995);;Problem Child 2 (1991);;Breakfast of Champions (1999)
2197,"613,1373,479,3603,3234","Jane Eyre (1996);;Star Trek V: The Final Frontier (1989);;Judgment Night (1993);;Gay Deceivers, The (1969);;Train Ride to Hollywood (1978)",Firelight (1997),"Jane Eyre (1996);;Star Trek V: The Final Frontier (1989);;Judgment Night (1993);;Gay Deceivers, The (1969);;Train Ride to Hollywood (1978)"
2198,"2934,2528,2452,1531,3612","Love Bewitched, A (El Amor Brujo) (1986);;Logan's Run (1976);;Gate II: Trespassers, The (1990);;Losing Chase (1996);;Slipper and the Rose, The (1976)",Modulations (1998),"Love Bewitched, A (El Amor Brujo) (1986);;Logan's Run (1976);;Gate II: Trespassers, The (1990);;Losing Chase (1996);;Slipper and the Rose, The (1976)"
2200,"664,566,2962,3077,2977",Faithful (1996);;Naked in New York (1994);;Fever Pitch (1997);;42 Up (1998);;Crazy in Alabama (1999),Under Capricorn (1949),Faithful (1996);;Naked in New York (1994);;Fever Pitch (1997);;42 Up (1998);;Crazy in Alabama (1999)
2201,"3034,985,1624,264,2077","Robin Hood (1973);;Small Wonders (1996);;Thousand Acres, A (1997);;Enfer, L' (1994);;Journey of Natty Gann, The (1985)","Paradine Case, The (1947)","Robin Hood (1973);;Small Wonders (1996);;Thousand Acres, A (1997);;Enfer, L' (1994);;Journey of Natty Gann, The (1985)"
2202,"3568,2001,1981,3354,854","Smiling Fish and Goat on Fire (1999);;Lethal Weapon 2 (1989);;Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Mission to Mars (2000);;Ballad of Narayama, The (Narayama Bushiko) (1958)",Lifeboat (1944),"Smiling Fish and Goat on Fire (1999);;Lethal Weapon 2 (1989);;Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Mission to Mars (2000);;Ballad of Narayama, The (Narayama Bushiko) (1958)"
2203,"1984,855,867,2005,3170","Halloween III: Season of the Witch (1983);;Every Other Weekend (1990);;Carpool (1996);;Goonies, The (1985);;Hi-Yo Silver (1940)",Shadow of a Doubt (1943),"Halloween III: Season of the Witch (1983);;Every Other Weekend (1990);;Carpool (1996);;Goonies, The (1985);;Hi-Yo Silver (1940)"
2204,"2007,854,890,2009,2003","Polish Wedding (1998);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Baton Rouge (1988);;Soylent Green (1973);;Gremlins (1984)",Saboteur (1942),"Polish Wedding (1998);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Baton Rouge (1988);;Soylent Green (1973);;Gremlins (1984)"
2205,"872,1983,1982,2850,880","Aiqing wansui (1994);;Halloween II (1981);;Halloween (1978);;Public Access (1993);;Island of Dr. Moreau, The (1996)",Mr. & Mrs. Smith (1941),"Aiqing wansui (1994);;Halloween II (1981);;Halloween (1978);;Public Access (1993);;Island of Dr. Moreau, The (1996)"
2206,"856,855,2005,831,2001","Mille bolle blu (1993);;Every Other Weekend (1990);;Goonies, The (1985);;Stonewall (1995);;Lethal Weapon 2 (1989)",Suspicion (1941),"Mille bolle blu (1993);;Every Other Weekend (1990);;Goonies, The (1985);;Stonewall (1995);;Lethal Weapon 2 (1989)"
2207,"1854,1434,2524,1421,3562","Kissing a Fool (1998);;Stranger, The (1994);;Towering Inferno, The (1974);;Grateful Dead (1995);;Committed (2000)",Jamaica Inn (1939),"Kissing a Fool (1998);;Stranger, The (1994);;Towering Inferno, The (1974);;Grateful Dead (1995);;Committed (2000)"
2208,"2699,890,861,854,831","Arachnophobia (1990);;Baton Rouge (1988);;Supercop (1992);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Stonewall (1995)","Lady Vanishes, The (1938)","Arachnophobia (1990);;Baton Rouge (1988);;Supercop (1992);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Stonewall (1995)"
2209,"2014,2008,3365,2007,2001","Freaky Friday (1977);;This World, Then the Fireworks (1996);;Searchers, The (1956);;Polish Wedding (1998);;Lethal Weapon 2 (1989)",Young and Innocent (1937),"Freaky Friday (1977);;This World, Then the Fireworks (1996);;Searchers, The (1956);;Polish Wedding (1998);;Lethal Weapon 2 (1989)"
2210,"2001,854,890,2008,2005","Lethal Weapon 2 (1989);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Baton Rouge (1988);;This World, Then the Fireworks (1996);;Goonies, The (1985)",Sabotage (1936),"Lethal Weapon 2 (1989);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Baton Rouge (1988);;This World, Then the Fireworks (1996);;Goonies, The (1985)"
2211,"2017,2007,2001,854,2006","Babes in Toyland (1961);;Polish Wedding (1998);;Lethal Weapon 2 (1989);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Mask of Zorro, The (1998)",Secret Agent (1936),"Babes in Toyland (1961);;Polish Wedding (1998);;Lethal Weapon 2 (1989);;Ballad of Narayama, The (Narayama Bushiko) (1958);;Mask of Zorro, The (1998)"
2212,"1981,2001,1982,2003,856",Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Lethal Weapon 2 (1989);;Halloween (1978);;Gremlins (1984);;Mille bolle blu (1993),"Man Who Knew Too Much, The (1934)",Friday the 13th Part VIII: Jason Takes Manhattan (1989);;Lethal Weapon 2 (1989);;Halloween (1978);;Gremlins (1984);;Mille bolle blu (1993)
2213,"2012,2010,3113,900,3539","Back to the Future Part III (1990);;Metropolis (1926);;End of Days (1999);;American in Paris, An (1951);;Filth and the Fury, The (2000)",Waltzes from Vienna (1933),"Back to the Future Part III (1990);;Metropolis (1926);;End of Days (1999);;American in Paris, An (1951);;Filth and the Fury, The (2000)"
2214,"0,0,0,0,0",,Number Seventeen (1932),
2215,"904,510,551,133,1403","Rear Window (1954);;Poetic Justice (1993);;Nightmare Before Christmas, The (1993);;Nueba Yol (1995)",Rich and Strange (1932),"Rear Window (1954);;Poetic Justice (1993);;Nightmare Before Christmas, The (1993);;Nueba Yol (1995)"
2217,"2012,2010,3113,900,3539","Back to the Future Part III (1990);;Metropolis (1926);;End of Days (1999);;American in Paris, An (1951);;Filth and the Fury, The (2000)",Elstree Calling (1930),"Back to the Future Part III (1990);;Metropolis (1926);;End of Days (1999);;American in Paris, An (1951);;Filth and the Fury, The (2000)"
2218,"3312,3623,3509,3233,1076","McCullochs, The (1975);;Mission: Impossible 2 (2000);;Black and White (1999);;Smashing Time (1967);;Innocents, The (1961)",Juno and Paycock (1930),"McCullochs, The (1975);;Mission: Impossible 2 (2000);;Black and White (1999);;Smashing Time (1967);;Innocents, The (1961)"
2219,"2006,637,664,2977,514","Mask of Zorro, The (1998);;Sgt. Bilko (1996);;Faithful (1996);;Crazy in Alabama (1999);;Ref, The (1994)",Murder! (1930),"Mask of Zorro, The (1998);;Sgt. Bilko (1996);;Faithful (1996);;Crazy in Alabama (1999);;Ref, The (1994)"
2221,"2893,2017,2894,984,3049","Plunkett & MaCleane (1999);;Babes in Toyland (1961);;Romance (1999);;Pompatus of Love, The (1996);;How I Won the War (1967)",Blackmail (1929),"Plunkett & MaCleane (1999);;Babes in Toyland (1961);;Romance (1999);;Pompatus of Love, The (1996);;How I Won the War (1967)"
2223,"3355,3050,2779,2888,903","Ninth Gate, The (2000);;Light It Up (1999);;Heaven Can Wait (1978);;Drive Me Crazy (1999);;Vertigo (1958)","Farmer's Wife, The (1928)","Ninth Gate, The (2000);;Light It Up (1999);;Heaven Can Wait (1978);;Drive Me Crazy (1999);;Vertigo (1958)"
2226,"0,0,0,0,0",,"Ring, The (1927)",
2227,"2015,984,2008,2894,2893","Absent Minded Professor, The (1961);;Pompatus of Love, The (1996);;This World, Then the Fireworks (1996);;Romance (1999);;Plunkett & MaCleane (1999)","Lodger, The (1926)","Absent Minded Professor, The (1961);;Pompatus of Love, The (1996);;This World, Then the Fireworks (1996);;Romance (1999);;Plunkett & MaCleane (1999)"
2231,"1340,415,979,605,16",Bride of Frankenstein (1935);;Another Stakeout (1993);;Nothing Personal (1995);;One Fine Day (1996);;Casino (1995),Rounders (1998),Bride of Frankenstein (1935);;Another Stakeout (1993);;Nothing Personal (1995);;One Fine Day (1996);;Casino (1995)
2232,"1166,697,3550,1576,179","Farmer & Chase (1995);;Feeling Minnesota (1996);;Hunger, The (1983);;Mad Love (1995)",Cube (1997),"Farmer & Chase (1995);;Feeling Minnesota (1996);;Hunger, The (1983);;Mad Love (1995)"
2233,"662,820,643,713,689","Fear (1996);;Death in the Garden (Mort en ce jardin, La) (1956);;Peanuts - Die Bank zahlt alles (1996);;Of Love and Shadows (1994)",Digging to China (1998),"Fear (1996);;Death in the Garden (Mort en ce jardin, La) (1956);;Peanuts - Die Bank zahlt alles (1996);;Of Love and Shadows (1994)"
2234,"783,780,713,689,907","Hunchback of Notre Dame, The (1996);;Independence Day (ID4) (1996);;Of Love and Shadows (1994);;Gay Divorcee, The (1934)",Let's Talk About Sex (1998),"Hunchback of Notre Dame, The (1996);;Independence Day (ID4) (1996);;Of Love and Shadows (1994);;Gay Divorcee, The (1934)"
2235,"2508,1376,2268,2062,2022","Breaks, The (1999);;Star Trek IV: The Voyage Home (1986);;Few Good Men, A (1992);;Governess, The (1998);;Last Temptation of Christ, The (1988)",One Man's Hero (1999),"Breaks, The (1999);;Star Trek IV: The Voyage Home (1986);;Few Good Men, A (1992);;Governess, The (1998);;Last Temptation of Christ, The (1988)"
2236,"142,508,61,948,274",Shadows (Cienie) (1988);;Philadelphia (1993);;Eye for an Eye (1996);;Giant (1956);;Man of the House (1995),Simon Birch (1998),Shadows (Cienie) (1988);;Philadelphia (1993);;Eye for an Eye (1996);;Giant (1956);;Man of the House (1995)
2237,"3071,1672,665,2535,2477","Stand and Deliver (1987);;Rainmaker, The (1997);;Underground (1995);;Earthquake (1974);;Firewalker (1986)",Without Limits (1998),"Stand and Deliver (1987);;Rainmaker, The (1997);;Underground (1995);;Earthquake (1974);;Firewalker (1986)"
2238,"2026,2824,2070,2924,595",Disturbing Behavior (1998);;On the Ropes (1999);;Tender Mercies (1983);;Drunken Master (Zui quan) (1979);;Beauty and the Beast (1991),Seven Beauties (Pasqualino Settebellezze) (1976),Disturbing Behavior (1998);;On the Ropes (1999);;Tender Mercies (1983);;Drunken Master (Zui quan) (1979);;Beauty and the Beast (1991)
2239,"2025,2070,2293,1143,2972",Lolita (1997);;Tender Mercies (1983);;Shadrach (1998);;Three Lives and Only One Death (1996);;Red Sorghum (Hong Gao Liang) (1987),Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Lolita (1997);;Tender Mercies (1983);;Shadrach (1998);;Three Lives and Only One Death (1996);;Red Sorghum (Hong Gao Liang) (1987)
2240,"3051,1755,1178,2923,2616",Anywhere But Here (1999);;Shooting Fish (1997);;Paths of Glory (1957);;Citizen's Band (a.k.a. Handle with Care) (1977);;Dick Tracy (1990),My Bodyguard (1980),Anywhere But Here (1999);;Shooting Fish (1997);;Paths of Glory (1957);;Citizen's Band (a.k.a. Handle with Care) (1977);;Dick Tracy (1990)
2241,"3130,2804,2049,2158,3131","Bonfire of the Vanities (1990);;Christmas Story, A (1983);;Happiest Millionaire, The (1967);;Henry: Portrait of a Serial Killer, Part 2 (1996);;Broadway Damage (1997)",Class (1983),"Bonfire of the Vanities (1990);;Christmas Story, A (1983);;Happiest Millionaire, The (1967);;Henry: Portrait of a Serial Killer, Part 2 (1996);;Broadway Damage (1997)"
2242,"1421,685,1262,2127,3657","Grateful Dead (1995);;It's My Party (1995);;Great Escape, The (1963);;First Love, Last Rites (1997);;Pandora and the Flying Dutchman (1951)","Grandview, U.S.A. (1984)","Grateful Dead (1995);;It's My Party (1995);;Great Escape, The (1963);;First Love, Last Rites (1997);;Pandora and the Flying Dutchman (1951)"
2243,"2136,1928,2034,2516,3408","Nutty Professor, The (1963);;Cimarron (1931);;Black Hole, The (1979);;Children of the Corn III (1994);;Erin Brockovich (2000)",Broadcast News (1987),"Nutty Professor, The (1963);;Cimarron (1931);;Black Hole, The (1979);;Children of the Corn III (1994);;Erin Brockovich (2000)"
2244,"3129,3443,3569,457,512","Sweet and Lowdown (1999);;Born American (1986);;Idiots, The (Idioterne) (1998);;Fugitive, The (1993);;Robert A. Heinlein's The Puppet Masters (1994)","Allnighter, The (1987)","Sweet and Lowdown (1999);;Born American (1986);;Idiots, The (Idioterne) (1998);;Fugitive, The (1993);;Robert A. Heinlein's The Puppet Masters (1994)"
2245,"994,1042,1757,3234,3257","Big Night (1996);;That Thing You Do! (1996);;Duoluo tianshi (1995);;Train Ride to Hollywood (1978);;Bodyguard, The (1992)",Working Girl (1988),"Big Night (1996);;That Thing You Do! (1996);;Duoluo tianshi (1995);;Train Ride to Hollywood (1978);;Bodyguard, The (1992)"
2246,"3594,631,538,2962,514","Center Stage (2000);;All Dogs Go to Heaven 2 (1996);;Six Degrees of Separation (1993);;Fever Pitch (1997);;Ref, The (1994)",Stars and Bars (1988),"Center Stage (2000);;All Dogs Go to Heaven 2 (1996);;Six Degrees of Separation (1993);;Fever Pitch (1997);;Ref, The (1994)"
2247,"1280,2159,2518,2771,3408",Raise the Red Lantern (1991);;Henry: Portrait of a Serial Killer (1990);;Night Shift (1982);;Brokedown Palace (1999);;Erin Brockovich (2000),Married to the Mob (1988),Raise the Red Lantern (1991);;Henry: Portrait of a Serial Killer (1990);;Night Shift (1982);;Brokedown Palace (1999);;Erin Brockovich (2000)
2248,"1943,1942,1199,3259,2030","Greatest Show on Earth, The (1952);;All the King's Men (1949);;Brazil (1985);;Far and Away (1992);;East Palace West Palace (Dong gong xi gong) (1997)",Say Anything... (1989),"Greatest Show on Earth, The (1952);;All the King's Men (1949);;Brazil (1985);;Far and Away (1992);;East Palace West Palace (Dong gong xi gong) (1997)"
2249,"681,2262,3531,3000,359","Clean Slate (Coup de Torchon) (1981);;About Last Night... (1986);;All the Vermeers in New York (1990);;Princess Mononoke, The (Mononoke Hime) (1997);;I Like It Like That (1994)",My Blue Heaven (1990),"Clean Slate (Coup de Torchon) (1981);;About Last Night... (1986);;All the Vermeers in New York (1990);;Princess Mononoke, The (Mononoke Hime) (1997);;I Like It Like That (1994)"
2250,"127,2866,1393,3437,3535","Silence of the Palace, The (Saimt el Qusur) (1994);;Buddy Holly Story, The (1978);;Jerry Maguire (1996);;Cool as Ice (1991);;American Psycho (2000)",Men Don't Leave (1990),"Silence of the Palace, The (Saimt el Qusur) (1994);;Buddy Holly Story, The (1978);;Jerry Maguire (1996);;Cool as Ice (1991);;American Psycho (2000)"
2251,"2342,1,3409,353,3065","Hard Core Logo (1996);;Toy Story (1995);;Final Destination (2000);;Crow, The (1994);;Ten Benny (1997)","Cabinet of Dr. Ramirez, The (1991)","Hard Core Logo (1996);;Toy Story (1995);;Final Destination (2000);;Crow, The (1994);;Ten Benny (1997)"
2252,"2229,2115,3233,915,4","Pleasure Garden, The (1925);;Indiana Jones and the Temple of Doom (1984);;Smashing Time (1967);;Sabrina (1954);;Waiting to Exhale (1995)",Hero (1992),"Pleasure Garden, The (1925);;Indiana Jones and the Temple of Doom (1984);;Smashing Time (1967);;Sabrina (1954);;Waiting to Exhale (1995)"
2253,"1034,403,1839,3487,20","Freeway (1996);;Two Crimes (1995);;My Giant (1998);;Dorado, El (1967);;Money Train (1995)",Toys (1992),"Freeway (1996);;Two Crimes (1995);;My Giant (1998);;Dorado, El (1967);;Money Train (1995)"
2254,"2051,1302,2303,2304,3554",Herbie Goes to Monte Carlo (1977);;Field of Dreams (1989);;Nashville (1975);;Love Is the Devil (1998);;Love and Basketball (2000),Choices (1981),Herbie Goes to Monte Carlo (1977);;Field of Dreams (1989);;Nashville (1975);;Love Is the Devil (1998);;Love and Basketball (2000)
2255,"3121,3439,2242,3123,2159","Hitch-Hiker, The (1953);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);;Grandview, U.S.A. (1984);;Spring Fever USA (a.k.a. Lauderdale) (1989);;Henry: Portrait of a Serial Killer (1990)",Young Doctors in Love (1982),"Hitch-Hiker, The (1953);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);;Grandview, U.S.A. (1984);;Spring Fever USA (a.k.a. Lauderdale) (1989);;Henry: Portrait of a Serial Killer (1990)"
2256,"2619,1213,3389,3657,3416","Mascara (1999);;GoodFellas (1990);;Let's Get Harry (1986);;Pandora and the Flying Dutchman (1951);;Trial, The (Le Procès) (1963)",Parasite (1982),"Mascara (1999);;GoodFellas (1990);;Let's Get Harry (1986);;Pandora and the Flying Dutchman (1951);;Trial, The (Le Procès) (1963)"
